monster_id,monster_name,drop_kind,item_id,item_name,item_category,item_type,item_level,probability,probability_text,condition,item_url,item_image_url
2319,Chafemal le Bagarreur,normal,2336,Crâne de Chafer,ressources,,36,20.0,20 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/2336-crane-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47480.w48h48.png
2319,Chafemal le Bagarreur,normal,1975,Oignon,ressources,,1,15.0,15 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1975-oignon,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/68377.w48h48.png
2319,Chafemal le Bagarreur,normal,310,Os de Chafer,ressources,,36,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/310-os-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47015.w48h48.png
2319,Chafemal le Bagarreur,conditioned,458,Amulette du Chafer,equipements,,36,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/458-amulette-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1003.w48h48.png
54,Chafer,normal,2336,Crâne de Chafer,ressources,,36,20.0,20 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/2336-crane-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47480.w48h48.png
54,Chafer,normal,1975,Oignon,ressources,,1,15.0,15 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1975-oignon,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/68377.w48h48.png
54,Chafer,normal,310,Os de Chafer,ressources,,36,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/310-os-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47015.w48h48.png
54,Chafer,conditioned,458,Amulette du Chafer,equipements,,36,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/458-amulette-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1003.w48h48.png
291,Chafer Archer,normal,1975,Oignon,ressources,,1,15.0,15 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1975-oignon,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/68377.w48h48.png
291,Chafer Archer,normal,433,Fémur du Chafer Archer,ressources,,44,20.0,20 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/433-femur-chafer-archer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47101.w48h48.png
291,Chafer Archer,normal,310,Os de Chafer,ressources,,36,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/310-os-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47015.w48h48.png
291,Chafer Archer,conditioned,1908,Casque du Chafer,equipements,,50,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/1908-casque-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16031.w48h48.png
292,Chafer d'Élite,normal,1975,Oignon,ressources,,1,15.0,15 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1975-oignon,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/68377.w48h48.png
292,Chafer d'Élite,normal,408,Dentier du Chafer d'Élite,ressources,,43,20.0,20 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/408-dentier-chafer-elite,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47129.w48h48.png
292,Chafer d'Élite,normal,310,Os de Chafer,ressources,,36,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/310-os-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47015.w48h48.png
292,Chafer d'Élite,conditioned,2368,Ramoume l'Eternelle,equipements,,37,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/2368-ramoume-eternelle,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10022.w48h48.png
3239,Chafer Draugr,normal,13097,Mâchoire du Chafer Draugr,ressources,,40,20.0,20 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/13097-machoire-chafer-draugr,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47697.w48h48.png
3239,Chafer Draugr,normal,1975,Oignon,ressources,,1,15.0,15 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1975-oignon,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/68377.w48h48.png
3239,Chafer Draugr,normal,310,Os de Chafer,ressources,,36,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/310-os-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47015.w48h48.png
3239,Chafer Draugr,conditioned,13092,Marteau du Chafer Draugr,armes,,43,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/armes/13092-marteau-chafer-draugr,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/7726.w48h48.png
3239,Chafer Draugr,conditioned,704,Dantgoule,equipements,,36,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/704-dantgoule,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16010.w48h48.png
396,Chafer Fantassin,normal,1975,Oignon,ressources,,1,15.0,15 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1975-oignon,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/68377.w48h48.png
396,Chafer Fantassin,normal,1675,Os Surprise du Chafer Fantassin,ressources,,35,20.0,20 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1675-os-surprise-chafer-fantassin,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47015.w48h48.png
396,Chafer Fantassin,normal,310,Os de Chafer,ressources,,36,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/310-os-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47015.w48h48.png
396,Chafer Fantassin,conditioned,13423,Slip de Rechange du Captain Chafer,equipements,,44,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/13423-slip-rechange-captain-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10234.w48h48.png
110,Chafer Invisible,normal,2278,Tissu Invisible,ressources,,37,20.0,20 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/2278-tissu-invisible,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/55431.w48h48.png
110,Chafer Invisible,normal,1975,Oignon,ressources,,1,15.0,15 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1975-oignon,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/68377.w48h48.png
110,Chafer Invisible,normal,310,Os de Chafer,ressources,,36,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/310-os-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47015.w48h48.png
110,Chafer Invisible,conditioned,2403,Chtévu,equipements,,49,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/2403-chtevu,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10025.w48h48.png
290,Chafer Lancier,normal,1975,Oignon,ressources,,1,15.0,15 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1975-oignon,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/68377.w48h48.png
290,Chafer Lancier,normal,485,Slip en cuir du Chafer Lancier,ressources,,44,20.0,20 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/485-slip-cuir-chafer-lancier,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/56152.w48h48.png
290,Chafer Lancier,normal,310,Os de Chafer,ressources,,36,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/310-os-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47015.w48h48.png
290,Chafer Lancier,conditioned,2809,Ceinture Chafeuse,equipements,,49,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/2809-ceinture-chafeuse,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10053.w48h48.png
3240,Chafer Primitif,normal,13098,Casque du Chafer Primitif,ressources,,40,20.0,20 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/13098-casque-chafer-primitif,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15798.w48h48.png
3240,Chafer Primitif,normal,1975,Oignon,ressources,,1,15.0,15 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1975-oignon,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/68377.w48h48.png
3240,Chafer Primitif,normal,310,Os de Chafer,ressources,,36,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/310-os-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47015.w48h48.png
3240,Chafer Primitif,conditioned,13094,Bottes du Chafer Primitif,equipements,,41,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/13094-bottes-chafer-primitif,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11219.w48h48.png
3238,Chafer Rōnin,normal,13096,Fémur du Chafer Rōnin,ressources,,40,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/13096-femur-chafer-rōnin,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47696.w48h48.png
3238,Chafer Rōnin,normal,1975,Oignon,ressources,,1,15.0,15 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1975-oignon,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/68377.w48h48.png
3238,Chafer Rōnin,normal,1685,Plume du Dernier Poolay,ressources,,40,5.0,5 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1685-plume-dernier-poolay,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/53247.w48h48.png
3238,Chafer Rōnin,normal,1570,Clef du Donjon des Squelettes,ressources,,40,5.0,5 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1570-clef-donjon-squelettes,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/84228.w48h48.png
3238,Chafer Rōnin,conditioned,14891,Hormone de Chacha Mesuré,ressources,,1,5.0,5 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/14891-hormone-chacha-mesure,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170189.w48h48.png
3238,Chafer Rōnin,conditioned,13526,Barre Rabmarac au Nougat,consommables,,1,5.0,5 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/consommables/13526-barre-rabmarac-nougat,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42172.w48h48.png
3238,Chafer Rōnin,conditioned,12181,Hormone de Tofüm,ressources,,1,5.0,5 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/12181-hormone-tofuem,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/48278.w48h48.png
3238,Chafer Rōnin,conditioned,10749,Hormone de Vampyrette,ressources,,1,5.0,5 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/10749-hormone-vampyrette,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/48233.w48h48.png
2421,Chaffoin le Sournois,normal,1975,Oignon,ressources,,1,15.0,15 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1975-oignon,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/68377.w48h48.png
2421,Chaffoin le Sournois,normal,1675,Os Surprise du Chafer Fantassin,ressources,,35,20.0,20 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1675-os-surprise-chafer-fantassin,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47015.w48h48.png
2421,Chaffoin le Sournois,normal,310,Os de Chafer,ressources,,36,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/310-os-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47015.w48h48.png
2421,Chaffoin le Sournois,conditioned,13423,Slip de Rechange du Captain Chafer,equipements,,44,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/13423-slip-rechange-captain-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10234.w48h48.png
2320,Chafmarcel le Fêtard,normal,1975,Oignon,ressources,,1,15.0,15 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1975-oignon,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/68377.w48h48.png
2320,Chafmarcel le Fêtard,normal,433,Fémur du Chafer Archer,ressources,,44,20.0,20 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/433-femur-chafer-archer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47101.w48h48.png
2320,Chafmarcel le Fêtard,normal,310,Os de Chafer,ressources,,36,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/310-os-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47015.w48h48.png
2320,Chafmarcel le Fêtard,conditioned,1908,Casque du Chafer,equipements,,50,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/1908-casque-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16031.w48h48.png
2422,Chafrit le Barbare,normal,1975,Oignon,ressources,,1,15.0,15 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1975-oignon,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/68377.w48h48.png
2422,Chafrit le Barbare,normal,408,Dentier du Chafer d'Élite,ressources,,43,20.0,20 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/408-dentier-chafer-elite,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47129.w48h48.png
2422,Chafrit le Barbare,normal,310,Os de Chafer,ressources,,36,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/310-os-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47015.w48h48.png
2422,Chafrit le Barbare,conditioned,2368,Ramoume l'Eternelle,equipements,,37,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/2368-ramoume-eternelle,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10022.w48h48.png
2322,Chalan le Commerçant,normal,1975,Oignon,ressources,,1,15.0,15 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1975-oignon,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/68377.w48h48.png
2322,Chalan le Commerçant,normal,485,Slip en cuir du Chafer Lancier,ressources,,44,20.0,20 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/485-slip-cuir-chafer-lancier,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/56152.w48h48.png
2322,Chalan le Commerçant,normal,310,Os de Chafer,ressources,,36,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/310-os-chafer,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47015.w48h48.png
2322,Chalan le Commerçant,conditioned,2809,Ceinture Chafeuse,equipements,,49,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/2809-ceinture-chafeuse,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10053.w48h48.png
447,Chamane d'Égoutant,normal,8484,Poil de Chamane d'Egoutant,ressources,,54,18.0,18 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/8484-poil-chamane-egoutant,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/54671.w48h48.png
447,Chamane d'Égoutant,normal,2322,Crocs de Rats,ressources,,60,9.0,9 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/2322-crocs-rats,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47464.w48h48.png
447,Chamane d'Égoutant,normal,311,Eau,ressources,,1,15.0,15 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/311-eau,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15026.w48h48.png
447,Chamane d'Égoutant,conditioned,6994,Cape Hôte,equipements,,58,0.08,0.08 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/6994-cape-hote,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17080.w48h48.png
447,Chamane d'Égoutant,conditioned,816,Grand Parchemin d'Intelligence,consommables,,1,0.1,0.1 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/consommables/816-grand-parchemin-intelligence,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171972.w48h48.png
447,Chamane d'Égoutant,conditioned,686,Petit Parchemin d'Intelligence,consommables,,1,0.2,0.2 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/consommables/686-petit-parchemin-intelligence,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/76023.w48h48.png
2323,Chamchie le Difficile,normal,398,Fruit de Palme,ressources,,38,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/398-fruit-palme,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/46081.w48h48.png
2323,Chamchie le Difficile,normal,377,Épine du Champ Champ,ressources,,28,20.0,20 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/377-epine-champ-champ,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15049.w48h48.png
2323,Chamchie le Difficile,normal,300,Graine de Pavot,ressources,,30,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/300-graine-pavot,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/58011.w48h48.png
2323,Chamchie le Difficile,conditioned,8131,Sac du Paysan,equipements,,32,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/8131-sac-paysan,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/81003.w48h48.png
2323,Chamchie le Difficile,conditioned,8125,Bob du Paysan,equipements,,30,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/8125-bob-paysan,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16130.w48h48.png
2323,Chamchie le Difficile,conditioned,6466,Amulette de Shika,equipements,,29,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/6466-amulette-shika,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1060.w48h48.png
2323,Chamchie le Difficile,conditioned,398,Fruit de Palme,ressources,,38,100.0,100 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/398-fruit-palme,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/46081.w48h48.png
2426,Chamdblé le Cultivé,normal,398,Fruit de Palme,ressources,,38,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/398-fruit-palme,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/46081.w48h48.png
2426,Chamdblé le Cultivé,normal,378,Sporme du Champ Champ,ressources,,35,20.0,20 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/378-sporme-champ-champ,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15050.w48h48.png
2426,Chamdblé le Cultivé,normal,290,Champignon,ressources,,34,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/290-champignon,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15001.w48h48.png
2426,Chamdblé le Cultivé,conditioned,6919,Anneau du Champ Champ,equipements,,33,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/6919-anneau-champ-champ,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9074.w48h48.png
2426,Chamdblé le Cultivé,conditioned,2489,Vegacape,equipements,,56,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/2489-vegacape,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17049.w48h48.png
2426,Chamdblé le Cultivé,conditioned,398,Fruit de Palme,ressources,,38,100.0,100 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/398-fruit-palme,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/46081.w48h48.png
2425,Chamflay le Ballonné,normal,17060,Herbe Folle,ressources,,36,20.0,20 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/17060-herbe-folle,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/36637.w48h48.png
2425,Chamflay le Ballonné,normal,398,Fruit de Palme,ressources,,38,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/398-fruit-palme,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/46081.w48h48.png
2425,Chamflay le Ballonné,normal,290,Champignon,ressources,,34,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/290-champignon,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15001.w48h48.png
2425,Chamflay le Ballonné,conditioned,2498,Vegamu,equipements,,40,0.09,0.09 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/2498-vegamu,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1053.w48h48.png
2425,Chamflay le Ballonné,conditioned,398,Fruit de Palme,ressources,,38,100.0,100 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/398-fruit-palme,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/46081.w48h48.png
2553,Chamilero le Malchanceux,normal,9263,Écorce de Champaknyde,ressources,,171,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/9263-ecorce-champaknyde,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/96109.w48h48.png
2553,Chamilero le Malchanceux,normal,1676,Osier Enchanté,ressources,,185,6.0,6 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1676-osier-enchante,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15123.w48h48.png
2553,Chamilero le Malchanceux,conditioned,9463,Amunite,equipements,,189,0.02,0.02 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/9463-amunite,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1141.w48h48.png
2423,Chamitant le Dillettante,normal,8484,Poil de Chamane d'Egoutant,ressources,,54,18.0,18 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/8484-poil-chamane-egoutant,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/54671.w48h48.png
2423,Chamitant le Dillettante,normal,2322,Crocs de Rats,ressources,,60,9.0,9 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/2322-crocs-rats,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47464.w48h48.png
2423,Chamitant le Dillettante,normal,311,Eau,ressources,,1,15.0,15 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/311-eau,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15026.w48h48.png
2423,Chamitant le Dillettante,conditioned,6994,Cape Hôte,equipements,,58,0.08,0.08 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/6994-cape-hote,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17080.w48h48.png
2423,Chamitant le Dillettante,conditioned,816,Grand Parchemin d'Intelligence,consommables,,1,0.5,0.5 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/consommables/816-grand-parchemin-intelligence,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171972.w48h48.png
2423,Chamitant le Dillettante,conditioned,686,Petit Parchemin d'Intelligence,consommables,,1,1.0,1 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/consommables/686-petit-parchemin-intelligence,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/76023.w48h48.png
2552,Chamoute le Duveteux,normal,9269,Langue du Champodonte,ressources,,177,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/9269-langue-champodonte,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15765.w48h48.png
2552,Chamoute le Duveteux,normal,1676,Osier Enchanté,ressources,,185,6.0,6 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/1676-osier-enchante,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15123.w48h48.png
2552,Chamoute le Duveteux,conditioned,9132,Anneau Chevelu,equipements,,180,0.02,0.02 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/equipements/9132-anneau-chevelu,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9147.w48h48.png
654,Champa Bleu,normal,17062,Poudre explosive du champa,ressources,,38,20.0,20 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/17062-poudre-explosive-champa,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/48001.w48h48.png
654,Champa Bleu,normal,398,Fruit de Palme,ressources,,38,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/398-fruit-palme,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/46081.w48h48.png
654,Champa Bleu,normal,290,Champignon,ressources,,34,10.0,10 %,,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/ressources/290-champignon,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15001.w48h48.png
