monster_id,monster_slug,name,type,level,pv_min,pv_max,zones,res_neutral_min,res_neutral_max,res_earth_min,res_earth_max,res_fire_min,res_fire_max,res_water_min,res_water_max,res_air_min,res_air_max,image_url,url
1178,champa-explosif,Champa Explosif,Fungus,100,1800,2400,,0,0,-9,-5,-9,-5,60,68,-9,-5,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/1178.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1178-champa-explosif
1158,champ-gnons,Champ à Gnons,Fungus,179,4600,4900,Caverne des Fungus,33,41,-41,-33,3,15,5,13,6,14,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/1158.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1158-champ-gnons
1154,champaknyde,Champaknyde,Fungus,167,4100,4400,Caverne des Fungus,9,17,34,42,3,15,-42,-34,6,10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/1154.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1154-champaknyde
655,champa-marron,Champa Marron,Champs,30,250,370,Clairière de Brouce Boulgour,50,58,60,68,-9,-5,-9,-5,-9,-5,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/655.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/655-champa-marron
653,champa-rouge,Champa Rouge,Champs,29,240,350,Clairière de Brouce Boulgour,50,58,-9,-5,60,68,-9,-5,-9,-5,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/653.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/653-champa-rouge
652,champa-vert,Champa Vert,Champs,32,280,400,Clairière de Brouce Boulgour,50,58,-9,-5,-9,-5,-9,-5,60,68,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/652.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/652-champa-vert
2427,champayr-disjoncte,Champayr le Disjoncté,Archi-monstres,32,560,800,,60,68,1,5,1,5,1,5,70,78,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2427.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2427-champayr-disjoncte
2424,champayt-odorant,Champayt l'Odorant,Archi-monstres,20,260,450,,60,68,1,5,1,5,70,78,1,5,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2424.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2424-champayt-odorant
1157,champbis,Champbis,Fungus,176,4500,4800,Caverne des Fungus,-37,-33,5,13,33,41,4,8,8,12,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/1157.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1157-champbis
4609,champbis,Champbis,Monstres de Quête diverses,176,3600,4800,,-37,-33,5,13,33,41,4,8,8,12,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/4609.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4609-champbis
59,champ-champ,Champ Champ,Champs,24,170,280,Pâturages de Bonta | Donjon des Champs | Champs d'Astrub | Clairière de Brouce Boulgour,-9,-5,11,15,-14,-10,11,15,6,10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/59.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/59-champ-champ
3309,champetrouille,Champêtrouille,Monstres d'Halouine,94,1600,2000,,10,14,18,26,7,11,-16,-12,6,10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3309.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3309-champetrouille
1156,champmane,Champmane,Fungus,182,4700,5000,Caverne des Fungus,34,42,5,13,-42,-34,1,9,2,14,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/1156.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1156-champmane
2600,champme-mechant,Champmé le Méchant,Archi-monstres,182,9400,10000,,44,52,15,23,-32,-24,11,19,12,24,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2600.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2600-champme-mechant
1155,champodonte,Champodonte,Fungus,173,4300,4700,Caverne des Fungus,9,13,-38,-34,6,10,2,10,34,38,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/1155.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1155-champodonte
2551,champolyon-polyglotte,Champolyon le Polyglotte,Archi-monstres,179,9200,9800,,43,51,-31,-23,13,25,15,23,16,24,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2551.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2551-champolyon-polyglotte
2373,champoul-illumine,Champoul l'Illuminé,Archi-monstres,176,8900,9600,,-27,-23,15,23,43,51,14,18,18,22,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2373.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2373-champoul-illumine
3311,chauffe-soutrille,Chauffe-Soutrille,Monstres d'Halouine,90,1500,1800,,5,9,17,25,-15,-11,15,19,12,16,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3311.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3311-chauffe-soutrille
263,chef-crocodaille,Chef Crocodaille,Crocodailles,61,800,1200,Le marécage | Marécages sans fond,5,13,50,58,6,14,20,28,-8,-8,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/263.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/263-chef-crocodaille
148,chef-guerre-bouftou,Chef de Guerre Bouftou,Bouftous,52,610,780,Le coin des Bouftous | Tainéla,-8,0,2,10,1,5,3,11,-10,-6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/148.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/148-chef-guerre-bouftou
257,chene-mou,Chêne Mou,Abraknydiens,140,6500,9200,,82,82,52,52,52,52,-5,-5,-5,-5,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/257.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/257-chene-mou
394,chevalier,Chevalier,Gardes,50,400,1700,,30,30,30,30,30,30,30,30,30,30,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/394.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/394-chevalier
62,chevaucheur-karne,Chevaucheur de Karne,Gobelins,27,250,390,Campement des Bworks | Campement des Gobelins,5,9,0,0,0,0,0,0,0,0,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/62.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/62-chevaucheur-karne
759,chevaucheur-koalak,Chevaucheur Koalak,Koalaks,102,1800,2200,Cimetière primitif,20,24,29,33,-58,-50,10,14,50,58,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/759.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/759-chevaucheur-koalak
2430,chevaustine-reconstruit,Chevaustine le Reconstruit,Archi-monstres,27,510,780,,15,19,10,10,10,10,10,10,10,10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2430.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2430-chevaustine-reconstruit
2554,chiendanlemin-illusionniste,Chiendanlémin l'Illusionniste,Archi-monstres,104,3800,4500,,20,28,45,49,-10,-2,19,23,0,4,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2554.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2554-chiendanlemin-illusionniste
1076,chiendent,Chiendent,Monstres de la Jungle Obscure,104,1900,2300,Jungle obscure,10,18,35,39,-20,-12,9,13,-10,-6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/1076.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1076-chiendent
2325,chonstip-passagere,Chonstip la Passagère,Archi-monstres,58,1500,1600,,1,5,7,15,-1,7,-18,-14,14,22,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2325.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2325-chonstip-passagere
4061,chtigre-papier,Chtigre de papier,Monstres de Quête de Pandala,220,7700,7700,,0,0,20,20,-10,-10,10,10,20,20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/4061.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4061-chtigre-papier
603,cochon-farle,Cochon de Farle,Cochons,90,1500,1700,Territoire des Porcos,50,58,50,58,-20,-12,-20,-12,-20,-12,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/603.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/603-cochon-farle
123,cochon-lait,Cochon de Lait,Porkass,58,700,780,Plaine des Porkass,1,5,7,15,-1,7,-18,-14,14,22,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/123.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/123-cochon-lait
386,codem,Codem,Monstres du Village des Dopeuls,35,320,520,Entraînement des Dopeuls | Village des Dopeuls,0,0,0,0,0,0,0,0,0,0,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/386.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/386-codem
2433,codenlgaz-probleme,Codenlgaz le Problème,Archi-monstres,35,650,1000,,10,10,10,10,10,10,10,10,10,10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2433.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2433-codenlgaz-probleme
4181,coffre-anime,Coffre Animé,Invocations Enutrof,1,190,360,,-14,-9,20,25,23,28,30,35,15,20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/4181.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4181-coffre-anime
252,coffre-forgerons,Coffre des Forgerons,Bandits,50,820,1200,,0,0,0,0,0,0,0,0,0,0,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/252.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/252-coffre-forgerons
1078,coffre-maudit-flib,Coffre Maudit du Flib,Monstres de l'Arche d'Otomaï,20,130,220,Ile des naufragés,11,19,-19,-11,-19,-11,-19,-11,-19,-11,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/1078.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1078-coffre-maudit-flib
649,coffre-sombre,Coffre Sombre,Abraknydiens,50,,,,100,100,0,0,0,0,100,100,0,0,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/649.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/649-coffre-sombre
3581,cogneroc,Cogneroc,Nimbos Dure-Tête,82,970,1100,Mont Nésélite,11,15,1,5,-14,-10,56,60,-24,-20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3581.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3581-cogneroc
3585,colonimb-selim-quartz,Colonimb Selim Quartz,Nimbos Dure-Tête,90,4500,4500,,15,15,26,26,30,30,8,8,13,13,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3585.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3585-colonimb-selim-quartz
3416,comte-harebourg,Comte Harebourg,Sinistros,220,13000,20000,,14,14,17,17,16,16,29,29,25,25,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3416.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3416-comte-harebourg
158,coquille-explosive,Coquille Explosive,Dragoeufs,1,1000,1000,Village des Dragoeufs,0,0,0,0,0,0,0,0,0,0,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/158.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/158-coquille-explosive
408,coquille-soignante,Coquille Soignante,Dragoeufs,2,1000,1000,,0,0,0,0,0,0,0,0,0,0,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/408.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/408-coquille-soignante
1022,corailleur,Corailleur,Monstres de la plage de corail,48,540,780,Plage de Corail,5,25,17,33,-10,2,-5,3,12,24,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/1022.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1022-corailleur
1027,corailleur-magistral,Corailleur Magistral,Monstres de la plage de corail,50,2000,2900,,23,23,-6,-6,13,13,18,18,-7,-7,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/1027.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1027-corailleur-magistral
281,corbac,Corbac,Corbacs,24,190,1800,Landes de Sidimote | Bordure de Brâkmar | Route Sombre,10,30,-26,0,10,30,-26,0,-8,26,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/281.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/281-corbac
818,corbac-apprivoise,Corbac Apprivoisé,Corbacs,102,2200,2500,Pénates du Corbac,20,24,-14,-10,20,28,20,28,-29,-25,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/818.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/818-corbac-apprivoise
3316,corbac-fantomatique,Corbac Fantômatique,Fantômes,1,59,79,,-10,-10,10,10,-10,-10,10,10,10,10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3316.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3316-corbac-fantomatique
3565,corbac-hargneux,Corbac Hargneux,Monstres de Quête de Cania,100,890,890,,30,30,0,0,20,20,-10,-10,20,20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3565.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3565-corbac-hargneux
3096,corbac-terrien,Corbac Terrien,Monstres des landes,54,650,910,,10,26,-26,-10,10,26,-26,-10,10,26,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3096.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3096-corbac-terrien
2555,corboyard-enigmatique,Corboyard l'Enigmatique,Archi-monstres,48,1100,1600,,15,35,27,43,0,12,5,13,22,34,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2555.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2555-corboyard-enigmatique
2437,corpat-vampire,Corpat le Vampire,Archi-monstres,24,380,740,,20,36,-16,0,20,36,-16,0,20,36,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2437.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2437-corpat-vampire
2937,courtilieur,Courtilieur,Monstres de Sakaï,178,4500,5400,Plaine de Sakaï,27,31,12,16,20,24,22,26,-15,-11,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2937.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2937-courtilieur
63,crabe,Crabe,Monstres des plages,12,56,90,Port de Madrestam | Côte d'Asse | Baie de Cania | Rivière Kawaii | Rivage du golfe sufokien,0,0,0,0,0,0,0,0,0,0,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/63.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/63-crabe
2893,crabe-hijacob,Crabe Hijacob,Monstres de la Bourgade,105,1900,2200,Le port de givre | La bourgade,4,8,14,18,10,14,28,32,-39,-31,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2893.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2893-crabe-hijacob
3950,crachefoux,Crachefoux,Firefoux,182,4700,5000,Feudala,20,24,20,24,0,0,-5,-1,15,19,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3950.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3950-crachefoux
2436,crakmitaine-faucheur,Crakmitaine le Faucheur,Archi-monstres,55,1600,2200,,12,20,12,28,12,20,0,8,-10,-2,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2436.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2436-crakmitaine-faucheur
2438,cramikaz-suicidaire,Cramikaz le Suicidaire,Archi-monstres,59,1700,2200,,-2,6,-2,6,12,20,42,50,22,30,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2438.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2438-cramikaz-suicidaire
3764,cranonier,Crânonier,Zombibés,152,3200,3500,Cimetière de Bonta,11,15,31,35,-19,-15,11,15,16,20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3764.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3764-cranonier
2865,crapeur,Crapeur,Monstres des Larmes d'Ouronigride,153,3500,3900,Les larmes d'Ouronigride,16,20,28,32,19,23,-28,-24,14,18,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2865.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2865-crapeur
3343,craquebille,Craquebille,Craqueleurs,25,240,380,Montagne basse des Craqueleurs,-5,-1,16,20,16,20,16,20,16,20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3343.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3343-craquebille
483,craqueboule,Craqueboule,Craqueleurs,50,630,810,Donjon des Craqueleurs | Montagne basse des Craqueleurs,20,24,20,24,20,24,20,24,20,24,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/483.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/483-craqueboule
2789,craqueboule-invoque,Craqueboule invoqué,Craqueleurs,50,630,810,,20,24,20,24,20,24,20,24,20,24,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2789.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2789-craqueboule-invoque
1026,craqueboule-poli,Craqueboule Poli,Monstres des Plaines herbeuses,40,400,610,Plaines herbeuses,1,5,15,35,-25,-17,5,25,25,29,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/1026.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1026-craqueboule-poli
3820,craquelame,Craquelame,Minérocs,121,2700,3000,Plaines des Minérocs,-12,-4,-12,-4,2,10,32,40,12,20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3820.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3820-craquelame
106,craqueleur,Craqueleur,Craqueleurs,55,810,1100,Donjon des Craqueleurs | Montagne basse des Craqueleurs,2,10,2,18,2,10,-10,-2,-20,-12,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/106.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/106-craqueleur
869,craqueleur-glaces,Craqueleur des Glaces,Monstres de Nowel,110,2500,4100,Terre de Nowel | Taïga de Nowel,0,0,0,0,-38,-30,80,96,50,66,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/869.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/869-craqueleur-glaces
293,craqueleur-plaines,Craqueleur des Plaines,Craqueleurs,59,830,1100,Rocaille | Montagne basse des Craqueleurs,-12,-4,-12,-4,2,10,32,40,12,20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/293.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/293-craqueleur-plaines
669,craqueleur-legendaire,Craqueleur Légendaire,Craqueleurs,70,3100,4600,,58,58,-12,-12,28,28,36,36,-17,-17,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/669.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/669-craqueleur-legendaire
1025,craqueleur-poli,Craqueleur Poli,Monstres des Plaines herbeuses,50,580,1500,Plaines herbeuses,1,5,25,41,-5,-1,-40,-20,5,13,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/1025.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1025-craqueleur-poli
4573,craquelope,Craquelope,Monstres de Quête diverses,122,2500,2700,,2,10,12,20,32,40,-12,-4,-8,-4,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/4573.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4573-craquelope
3792,craquelope,Craquelope,Minérocs,122,2500,2700,Plaines des Minérocs,2,10,12,20,32,40,-12,-4,-8,-4,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3792.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3792-craquelope
3844,craquelope-captif,Craquelope captif,Monstres de Quête de Cania,125,2600,2600,,0,0,15,15,30,30,-15,-15,-8,-8,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3844.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3844-craquelope-captif
3788,craquelourd,Craquelourd,Minérocs,120,2300,2500,Plaines des Minérocs,20,28,15,23,-30,-22,5,13,30,38,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3788.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3788-craquelourd
2556,craquetou-fissure,Craquetou le Fissuré,Archi-monstres,40,800,1200,,11,15,25,45,-15,-7,15,35,35,39,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2556.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2556-craquetou-fissure
2326,craquetuss-piquant,Craquetuss le Piquant,Archi-monstres,50,1300,1600,,30,34,30,34,30,34,30,34,30,34,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2326.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2326-craquetuss-piquant
2327,craraboss-feerique,Craraboss le Féérique,Archi-monstres,12,110,180,,10,10,10,10,10,10,10,10,10,10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2327.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2327-craraboss-feerique
2561,crathdogue-cruel,Crathdogue le Cruel,Archi-monstres,50,1200,3000,,11,15,35,51,5,9,-30,-10,15,23,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2561.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2561-crathdogue-cruel
3439,creature-gaz,Créature de gaz,Monstres de Quête de Frigost,150,3400,3400,,10,10,30,30,20,20,-45,-45,20,20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3439.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3439-creature-gaz
854,crocabulia,Crocabulia,Dragoeufs,120,7000,10000,,58,58,-12,-12,28,28,28,28,28,28,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/854.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/854-crocabulia
299,croc-gland,Croc Gland,Monstres des landes,35,320,450,Donjon des Canidés | Landes de Sidimote | Route Sombre,0,0,0,0,0,0,5,13,0,0,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/299.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/299-croc-gland
2622,croc-gland-nowel,Croc Gland de Nowel,Monstres de Nowel,35,320,450,Havre de Nowel,0,0,0,0,0,0,5,13,0,0,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2622.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2622-croc-gland-nowel
397,croc-gland-enrage,Croc Gland Enragé,Monstres des landes,35,360,360,Bordure de Brâkmar,0,0,0,0,0,0,5,13,0,0,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/397.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/397-croc-gland-enrage
3670,crococask,Crococask,Kailleux,162,4100,4400,Cité d'Orado,14,14,18,18,23,23,-27,-27,12,12,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3670.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3670-crococask
261,crocodaille,Crocodaille,Crocodailles,42,430,580,Le marécage | Marécages nauséabonds | Marécages sans fond,11,19,16,24,-7,-7,75,75,15,23,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/261.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/261-crocodaille
3645,croco-lente,Croco Lente,Kailleux,100,650,650,,20,20,4,4,35,35,12,12,-10,-10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3645.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3645-croco-lente
3669,crocoplumes,Crocoplumes,Kailleux,162,3900,4200,Cité d'Orado,19,19,22,22,-28,-28,13,13,14,14,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3669.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3669-crocoplumes
2440,crognan-barbare,Crognan le Barbare,Archi-monstres,35,710,710,,10,10,10,10,10,10,15,23,10,10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2440.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2440-crognan-barbare
3689,crokadum,Crokadum,Kailleux,165,5200,5200,,18,18,11,11,4,4,15,15,-8,-8,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3689.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3689-crokadum
3667,crokipic,Crokipic,Kailleux,162,3700,4000,Cité d'Orado,12,12,14,14,17,17,23,23,-26,-26,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/3667.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3667-crokipic
2428,crok-beau,Crok le Beau,Archi-monstres,61,1600,2300,,15,23,60,68,15,23,30,38,2,2,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/monsters/200/2428.png,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2428-crok-beau
