item_id,item_name,item_slug,category,has_recipe,job,job_level,ingredient_id,ingredient_name,ingredient_type,quantity
13820,Muraille Air mineure,muraille-air-mineure,equipements,True,FaçonneurNiveau,20.0,6480,Osier Sombre,Ressources diverses,10.0
13820,Muraille Air mineure,muraille-air-mineure,equipements,True,FaçonneurNiveau,20.0,7036,Rutile,Alliage,1.0
13820,Muraille Air mineure,muraille-air-mineure,equipements,True,FaçonneurNiveau,20.0,12737,Galet cramoisi démodé,Galet,2.0
13820,Muraille Air mineure,muraille-air-mineure,equipements,True,FaçonneurNiveau,20.0,12745,Essence de bocage,Potion,1.0
14651,Alliance du Tofu Céleste,alliance-tofu-celeste,equipements,False,,,,,,
8230,Sandales du Piou Rose,sandales-piou-rose,equipements,True,CordonnierNiveau,1.0,460,Bois de Chêne,Bois,5.0
8230,Sandales du Piou Rose,sandales-piou-rose,equipements,True,CordonnierNiveau,1.0,6903,Plume de Piou Rose,Plume,10.0
6994,Cape Hôte,cape-hote,equipements,True,TailleurNiveau,20.0,369,Gelée à la Menthe,Gelée,10.0
6994,Cape Hôte,cape-hote,equipements,True,TailleurNiveau,20.0,530,Farine de Seigle,Farine,20.0
6994,Cape Hôte,cape-hote,equipements,True,TailleurNiveau,20.0,901,Cuir du Cochon de Lait,Cuir,10.0
6994,Cape Hôte,cape-hote,equipements,True,TailleurNiveau,20.0,13505,Bourse Suspecte,Ressources diverses,10.0
7120,Anneau Hé,anneau,equipements,True,BijoutierNiveau,20.0,444,Etain,Minerai,20.0
7120,Anneau Hé,anneau,equipements,True,BijoutierNiveau,20.0,643,Fil de Soie,Ressources diverses,6.0
7120,Anneau Hé,anneau,equipements,True,BijoutierNiveau,20.0,2264,Peau de Gobelin,Peau,6.0
7120,Anneau Hé,anneau,equipements,True,BijoutierNiveau,20.0,8733,Corail Malibout,Pierre brute,6.0
2473,Cape de l'Aventurier,cape-aventurier,equipements,True,TailleurNiveau,1.0,289,Blé,Céréale,6.0
2473,Cape de l'Aventurier,cape-aventurier,equipements,True,TailleurNiveau,1.0,421,Fleur de Lin,Fleur,4.0
13791,Paralyseur,paralyseur,equipements,True,FaçonneurNiveau,40.0,7035,Pyrute,Alliage,2.0
13791,Paralyseur,paralyseur,equipements,True,FaçonneurNiveau,40.0,12738,Galet rutilant,Galet,2.0
13791,Paralyseur,paralyseur,equipements,True,FaçonneurNiveau,40.0,12744,Essence de bosquet,Potion,2.0
13791,Paralyseur,paralyseur,equipements,True,FaçonneurNiveau,40.0,13731,Pierre Médicinale,Pierre brute,10.0
13791,Paralyseur,paralyseur,equipements,True,FaçonneurNiveau,40.0,13790,Paralyseur mineur,Trophée,1.0
8004,Anneau du Koalak,anneau-koalak,equipements,True,BijoutierNiveau,20.0,379,Pince de Crabe,Os,10.0
8004,Anneau du Koalak,anneau-koalak,equipements,True,BijoutierNiveau,20.0,7661,Planche en Bombu,Planche,1.0
8004,Anneau du Koalak,anneau-koalak,equipements,True,BijoutierNiveau,20.0,8735,Corail Morito,Pierre brute,5.0
8004,Anneau du Koalak,anneau-koalak,equipements,True,BijoutierNiveau,20.0,17100,Essence de Tournesol Affamé,Essence de gardien de donjon,1.0
946,Cape Sombre,cape-sombre,equipements,True,TailleurNiveau,1.0,365,Patte d'Arakne,Patte,5.0
946,Cape Sombre,cape-sombre,equipements,True,TailleurNiveau,1.0,761,Poils de souris,Poil,5.0
12415,Ceinture du Krokilleur,ceinture-krokilleur,equipements,True,CordonnierNiveau,60.0,12433,Poudre Novice,Poudre,31.0
12415,Ceinture du Krokilleur,ceinture-krokilleur,equipements,True,CordonnierNiveau,60.0,12441,Flaque Novice,Ressources diverses,40.0
12415,Ceinture du Krokilleur,ceinture-krokilleur,equipements,True,CordonnierNiveau,60.0,12449,Œil de Krokille,Oeil,6.0
12415,Ceinture du Krokilleur,ceinture-krokilleur,equipements,True,CordonnierNiveau,60.0,13060,Galet bistré,Galet,6.0
12415,Ceinture du Krokilleur,ceinture-krokilleur,equipements,True,CordonnierNiveau,60.0,14265,Écaille de Grasmera,Peau,9.0
12415,Ceinture du Krokilleur,ceinture-krokilleur,equipements,True,CordonnierNiveau,60.0,14266,Poche de charbon de Grasmera,Ressources diverses,1.0
11470,Grésilanneau,gresilanneau,equipements,True,BijoutierNiveau,100.0,11519,Oreille de Gobosteur,Oreille,37.0
11470,Grésilanneau,gresilanneau,equipements,True,BijoutierNiveau,100.0,11533,Oeuf de Gobus,Oeuf,38.0
11470,Grésilanneau,gresilanneau,equipements,True,BijoutierNiveau,100.0,11935,Iris de Glourson,Oeil,26.0
11470,Grésilanneau,gresilanneau,equipements,True,BijoutierNiveau,100.0,11943,Queue de Glourséleste,Queue,4.0
11470,Grésilanneau,gresilanneau,equipements,True,BijoutierNiveau,100.0,12740,Galet brasillant,Galet,3.0
11470,Grésilanneau,gresilanneau,equipements,True,BijoutierNiveau,100.0,15588,Essence de Grolloum,Essence de gardien de donjon,1.0
11470,Grésilanneau,gresilanneau,equipements,True,BijoutierNiveau,100.0,17046,Poudre glaciale,Poudre,24.0
11470,Grésilanneau,gresilanneau,equipements,True,BijoutierNiveau,100.0,17900,Poils de Boumbardier,Poil,38.0
2804,Ceinture Mulante,ceinture-mulante,equipements,True,CordonnierNiveau,40.0,1918,Carré de Porc **,Viande,30.0
2804,Ceinture Mulante,ceinture-mulante,equipements,True,CordonnierNiveau,40.0,2277,Linceul,Etoffe,11.0
2804,Ceinture Mulante,ceinture-mulante,equipements,True,CordonnierNiveau,40.0,2305,Fragment de Pierre Pointue,Pierre brute,15.0
2804,Ceinture Mulante,ceinture-mulante,equipements,True,CordonnierNiveau,40.0,8759,Coffret maudit,Ressources diverses,10.0
2804,Ceinture Mulante,ceinture-mulante,equipements,True,CordonnierNiveau,40.0,14473,Boulon Wabbit,Ressources diverses,11.0
6991,Goyave,goyave,equipements,True,TailleurNiveau,20.0,363,Peau de Larve Orange,Peau,15.0
6991,Goyave,goyave,equipements,True,TailleurNiveau,20.0,1457,Ailes de Scarafeuille Rouge,Aile,15.0
6991,Goyave,goyave,equipements,True,TailleurNiveau,20.0,6900,Plume de Piou Rouge,Plume,10.0
6991,Goyave,goyave,equipements,True,TailleurNiveau,20.0,8733,Corail Malibout,Pierre brute,10.0
12626,Fuyard,fuyard,equipements,True,FaçonneurNiveau,40.0,7035,Pyrute,Alliage,2.0
12626,Fuyard,fuyard,equipements,True,FaçonneurNiveau,40.0,12625,Fuyard mineur,Trophée,1.0
12626,Fuyard,fuyard,equipements,True,FaçonneurNiveau,40.0,12738,Galet rutilant,Galet,2.0
12626,Fuyard,fuyard,equipements,True,FaçonneurNiveau,40.0,12744,Essence de bosquet,Potion,2.0
12626,Fuyard,fuyard,equipements,True,FaçonneurNiveau,40.0,13495,Crâne d'Aventurier,Os,10.0
12627,Fuyard majeur,fuyard-majeur,equipements,True,FaçonneurNiveau,80.0,8793,Coquille du Kaskargo,Coquille,10.0
12627,Fuyard majeur,fuyard-majeur,equipements,True,FaçonneurNiveau,80.0,11317,Coquille de Harpirate,Coquille,10.0
12627,Fuyard majeur,fuyard-majeur,equipements,True,FaçonneurNiveau,80.0,12626,Fuyard,Trophée,1.0
12627,Fuyard majeur,fuyard-majeur,equipements,True,FaçonneurNiveau,80.0,12728,Ardonite,Alliage,2.0
12627,Fuyard majeur,fuyard-majeur,equipements,True,FaçonneurNiveau,80.0,12733,Essence de forêt,Potion,2.0
12627,Fuyard majeur,fuyard-majeur,equipements,True,FaçonneurNiveau,80.0,12740,Galet brasillant,Galet,2.0
12627,Fuyard majeur,fuyard-majeur,equipements,True,FaçonneurNiveau,80.0,16276,Protection de Funespadon,Vêtement,10.0
19029,Emblème : Ronce Insolente,embleme-ronce-insolente,equipements,True,FaçonneurNiveau,100.0,13939,Canine de Krakal,Os,40.0
19029,Emblème : Ronce Insolente,embleme-ronce-insolente,equipements,True,FaçonneurNiveau,100.0,15584,Essence de Fuji Givrefoux,Essence de gardien de donjon,1.0
19029,Emblème : Ronce Insolente,embleme-ronce-insolente,equipements,True,FaçonneurNiveau,100.0,15748,Orbe irisé,Pierre précieuse,30.0
19029,Emblème : Ronce Insolente,embleme-ronce-insolente,equipements,True,FaçonneurNiveau,100.0,17576,Artefact Élémentaire Eau,Pierre précieuse,50.0
19029,Emblème : Ronce Insolente,embleme-ronce-insolente,equipements,True,FaçonneurNiveau,100.0,17600,Bracelet d'Ino-Naru,Ressources diverses,40.0
19029,Emblème : Ronce Insolente,embleme-ronce-insolente,equipements,True,FaçonneurNiveau,100.0,17610,Artefact Élémentaire Air,Pierre précieuse,50.0
19029,Emblème : Ronce Insolente,embleme-ronce-insolente,equipements,True,FaçonneurNiveau,100.0,17626,Artefact Élémentaire Terre,Pierre précieuse,50.0
19029,Emblème : Ronce Insolente,embleme-ronce-insolente,equipements,True,FaçonneurNiveau,100.0,17628,Artefact Élémentaire Feu,Pierre précieuse,50.0
17810,Dorigami,dorigami,equipements,False,,,,,,
8222,Anneau du Piou Vert,anneau-piou-vert,equipements,True,BijoutierNiveau,1.0,287,Graine de Sésame,Graine,3.0
8222,Anneau du Piou Vert,anneau-piou-vert,equipements,True,BijoutierNiveau,1.0,6899,Plume de Piou Vert,Plume,10.0
8845,Capuche de la Ouassingue,capuche-ouassingue,equipements,True,TailleurNiveau,60.0,1694,Laine rêche,Laine,16.0
8845,Capuche de la Ouassingue,capuche-ouassingue,equipements,True,TailleurNiveau,60.0,8250,Poil de Renarbo,Poil,20.0
8845,Capuche de la Ouassingue,capuche-ouassingue,equipements,True,TailleurNiveau,60.0,8782,Bractée de Chiendent,Plante,20.0
8845,Capuche de la Ouassingue,capuche-ouassingue,equipements,True,TailleurNiveau,60.0,8801,Étoffe de Ouassingue,Etoffe,16.0
8845,Capuche de la Ouassingue,capuche-ouassingue,equipements,True,TailleurNiveau,60.0,8807,Jus de Ouassingue,Ressources diverses,18.0
8845,Capuche de la Ouassingue,capuche-ouassingue,equipements,True,TailleurNiveau,60.0,15587,Essence de Gourlo le Terrible,Essence de gardien de donjon,1.0
15336,Ceinture du Samouraï,ceinture-samourai,equipements,False,,,,,,
2485,Végacoiffe,vegacoiffe,equipements,True,TailleurNiveau,20.0,288,Graine de Tournesol Sauvage,Graine,10.0
2485,Végacoiffe,vegacoiffe,equipements,True,TailleurNiveau,20.0,309,Pétale de Rose Démoniaque,Fleur,10.0
2485,Végacoiffe,vegacoiffe,equipements,True,TailleurNiveau,20.0,1916,Chair d'Insecte **,Viande,22.0
2485,Végacoiffe,vegacoiffe,equipements,True,TailleurNiveau,20.0,17100,Essence de Tournesol Affamé,Essence de gardien de donjon,1.0
15412,Slip de Khan Karkass,slip-khan-karkass,equipements,False,,,,,,
7680,Ougalurette,ougalurette,equipements,True,TailleurNiveau,100.0,2035,Chanvre Euphorique,Céréale,20.0
7680,Ougalurette,ougalurette,equipements,True,TailleurNiveau,100.0,9278,Lamelle de Champbis,Ressources diverses,36.0
7680,Ougalurette,ougalurette,equipements,True,TailleurNiveau,100.0,12740,Galet brasillant,Galet,2.0
7680,Ougalurette,ougalurette,equipements,True,TailleurNiveau,100.0,15257,Pic de Pikténia,Os,36.0
7680,Ougalurette,ougalurette,equipements,True,TailleurNiveau,100.0,16197,Essence de Nagate,Essence de gardien de donjon,1.0
7680,Ougalurette,ougalurette,equipements,True,TailleurNiveau,100.0,17058,Estomac de Bwork,Ressources diverses,28.0
7680,Ougalurette,ougalurette,equipements,True,TailleurNiveau,100.0,17618,Poing rocheux d'Ishigro Pake,Ressources diverses,34.0
7680,Ougalurette,ougalurette,equipements,True,TailleurNiveau,100.0,17620,Baguette de Tétonuki,Ressources diverses,37.0
2397,La Bibelaw,bibelaw,equipements,True,BijoutierNiveau,10.0,382,Ongle de Chevaucheur de Karne,Os,9.0
2397,La Bibelaw,bibelaw,equipements,True,BijoutierNiveau,10.0,393,Gland,Graine,6.0
2397,La Bibelaw,bibelaw,equipements,True,BijoutierNiveau,10.0,17062,Poudre explosive du champa,Poudre,11.0
8876,Voile d'encre,voile-encre,equipements,True,TailleurNiveau,100.0,8808,Étoffe du Roissingue,Etoffe,5.0
8876,Voile d'encre,voile-encre,equipements,True,TailleurNiveau,100.0,11935,Iris de Glourson,Oeil,30.0
8876,Voile d'encre,voile-encre,equipements,True,TailleurNiveau,100.0,11938,Cuir de Glouragan,Cuir,38.0
8876,Voile d'encre,voile-encre,equipements,True,TailleurNiveau,100.0,12740,Galet brasillant,Galet,3.0
8876,Voile d'encre,voile-encre,equipements,True,TailleurNiveau,100.0,15252,Carapace de Ver des Sables,Carapace,30.0
8876,Voile d'encre,voile-encre,equipements,True,TailleurNiveau,100.0,16840,Essence de Kralamoure,Essence de gardien de donjon,1.0
8876,Voile d'encre,voile-encre,equipements,True,TailleurNiveau,100.0,17058,Estomac de Bwork,Ressources diverses,30.0
8876,Voile d'encre,voile-encre,equipements,True,TailleurNiveau,100.0,17896,Poils de Pétartifoux,Poil,37.0
9123,Blopanneau Reinette,blopanneau-reinette,equipements,True,BijoutierNiveau,20.0,364,Peau de Larve Verte,Peau,15.0
9123,Blopanneau Reinette,blopanneau-reinette,equipements,True,BijoutierNiveau,20.0,1774,Fleur de Blop Reinette,Fleur,15.0
9123,Blopanneau Reinette,blopanneau-reinette,equipements,True,BijoutierNiveau,20.0,2556,Pollen de Blop,Ressources diverses,10.0
9123,Blopanneau Reinette,blopanneau-reinette,equipements,True,BijoutierNiveau,20.0,17420,Essence de Blop Reinette Royal,Essence de gardien de donjon,1.0
298,Sandales Tofuesques,sandales-tofuesques,equipements,True,CordonnierNiveau,1.0,473,Bois de Châtaignier,Bois,3.0
298,Sandales Tofuesques,sandales-tofuesques,equipements,True,CordonnierNiveau,1.0,6899,Plume de Piou Vert,Plume,3.0
13772,Saccageur Terre mineur,saccageur-terre-mineur,equipements,True,FaçonneurNiveau,20.0,2628,Poupée Vaudou Archer,Ressources diverses,10.0
13772,Saccageur Terre mineur,saccageur-terre-mineur,equipements,True,FaçonneurNiveau,20.0,7036,Rutile,Alliage,1.0
13772,Saccageur Terre mineur,saccageur-terre-mineur,equipements,True,FaçonneurNiveau,20.0,12737,Galet cramoisi démodé,Galet,2.0
13772,Saccageur Terre mineur,saccageur-terre-mineur,equipements,True,FaçonneurNiveau,20.0,12745,Essence de bocage,Potion,1.0
2521,Mégabottes,megabottes,equipements,False,,,,,,
9162,Bloptes Griotte Royales,bloptes-griotte-royales,equipements,True,CordonnierNiveau,40.0,2277,Linceul,Etoffe,10.0
9162,Bloptes Griotte Royales,bloptes-griotte-royales,equipements,True,CordonnierNiveau,40.0,8760,Foulard du Sparo,Vêtement,24.0
9162,Bloptes Griotte Royales,bloptes-griotte-royales,equipements,True,CordonnierNiveau,40.0,9382,Fleur de Blopignon,Fleur,20.0
9162,Bloptes Griotte Royales,bloptes-griotte-royales,equipements,True,CordonnierNiveau,40.0,9383,Racine de Tronkoblop,Racine,20.0
9162,Bloptes Griotte Royales,bloptes-griotte-royales,equipements,True,CordonnierNiveau,40.0,17418,Essence de Blop Griotte Royal,Essence de gardien de donjon,1.0
9179,Amulette Ripage,amulette-ripage,equipements,True,BijoutierNiveau,100.0,8777,Pistil du Tynril,Plante,6.0
9179,Amulette Ripage,amulette-ripage,equipements,True,BijoutierNiveau,100.0,8996,Peau du Rasboul Majeur,Peau,3.0
9179,Amulette Ripage,amulette-ripage,equipements,True,BijoutierNiveau,100.0,13737,String en Cuir de la Mama Bwork,Vêtement,40.0
9179,Amulette Ripage,amulette-ripage,equipements,True,BijoutierNiveau,100.0,13740,Bandeau troué de Terre,Vêtement,35.0
9179,Amulette Ripage,amulette-ripage,equipements,True,BijoutierNiveau,100.0,13744,Bandeau troué d'Air,Vêtement,36.0
9179,Amulette Ripage,amulette-ripage,equipements,True,BijoutierNiveau,100.0,15575,Essence de Bworker,Essence de gardien de donjon,1.0
9179,Amulette Ripage,amulette-ripage,equipements,True,BijoutierNiveau,100.0,15887,Peau de Kailleu,Peau,21.0
9179,Amulette Ripage,amulette-ripage,equipements,True,BijoutierNiveau,100.0,17058,Estomac de Bwork,Ressources diverses,23.0
18860,Ceinture honorifique d'Albuera,ceinture-honorifique-albuera,equipements,False,,,,,,
11855,Bottes de Stroud,bottes-stroud,equipements,False,,,,,,
12040,Ceinture d'Hichète,ceinture-hichete,equipements,False,,,,,,
7039,Ceinture Noire de Frank Lee Bruce,ceinture-noire-frank-lee-bruce,equipements,True,CordonnierNiveau,20.0,2278,Tissu Invisible,Etoffe,8.0
7039,Ceinture Noire de Frank Lee Bruce,ceinture-noire-frank-lee-bruce,equipements,True,CordonnierNiveau,20.0,2294,Viscères de Scarafeuille,Ressources diverses,8.0
7039,Ceinture Noire de Frank Lee Bruce,ceinture-noire-frank-lee-bruce,equipements,True,CordonnierNiveau,20.0,8141,Ailes du Scarafeuille Noir,Aile,8.0
7039,Ceinture Noire de Frank Lee Bruce,ceinture-noire-frank-lee-bruce,equipements,True,CordonnierNiveau,20.0,17470,Dent de Garglyphe,Os,8.0
13022,Collier de Féline,collier-feline,equipements,False,,,,,,
8218,Amulette du Piou Rose,amulette-piou-rose,equipements,True,BijoutierNiveau,1.0,300,Graine de Pavot,Graine,3.0
8218,Amulette du Piou Rose,amulette-piou-rose,equipements,True,BijoutierNiveau,1.0,6903,Plume de Piou Rose,Plume,8.0
14162,Sangle Ouare,sangle-ouare,equipements,True,CordonnierNiveau,100.0,12740,Galet brasillant,Galet,3.0
14162,Sangle Ouare,sangle-ouare,equipements,True,CordonnierNiveau,100.0,13927,Incisive de Stalak,Os,38.0
14162,Sangle Ouare,sangle-ouare,equipements,True,CordonnierNiveau,100.0,13937,Bave de Nessil,Ressources diverses,37.0
14162,Sangle Ouare,sangle-ouare,equipements,True,CordonnierNiveau,100.0,13989,Plume de Sinistro,Plume,28.0
14162,Sangle Ouare,sangle-ouare,equipements,True,CordonnierNiveau,100.0,13994,Scapula du Comte Harebourg,Os,3.0
14162,Sangle Ouare,sangle-ouare,equipements,True,CordonnierNiveau,100.0,14145,Œil de verre,Oeil,1.0
14162,Sangle Ouare,sangle-ouare,equipements,True,CordonnierNiveau,100.0,16844,Essence de Missiz Frizz,Essence de gardien de donjon,1.0
14162,Sangle Ouare,sangle-ouare,equipements,True,CordonnierNiveau,100.0,17584,Pistil de Floristile,Plante,33.0
19327,Vigoureux majeur,vigoureux-majeur,equipements,True,FaçonneurNiveau,80.0,8797,Souche de l'Abrakleur clair,Bois,20.0
19327,Vigoureux majeur,vigoureux-majeur,equipements,True,FaçonneurNiveau,80.0,11927,Molaire de Blérice,Os,20.0
19327,Vigoureux majeur,vigoureux-majeur,equipements,True,FaçonneurNiveau,80.0,12728,Ardonite,Alliage,2.0
19327,Vigoureux majeur,vigoureux-majeur,equipements,True,FaçonneurNiveau,80.0,12733,Essence de forêt,Potion,2.0
19327,Vigoureux majeur,vigoureux-majeur,equipements,True,FaçonneurNiveau,80.0,12740,Galet brasillant,Galet,2.0
19327,Vigoureux majeur,vigoureux-majeur,equipements,True,FaçonneurNiveau,80.0,16199,Essence du Tanukouï San,Essence de gardien de donjon,1.0
19327,Vigoureux majeur,vigoureux-majeur,equipements,True,FaçonneurNiveau,80.0,19325,Vigoureux,Trophée,1.0
15113,Ceinture de Troollérance,ceinture-troollerance,equipements,True,CordonnierNiveau,80.0,750,Kouartz,Alliage,12.0
15113,Ceinture de Troollérance,ceinture-troollerance,equipements,True,CordonnierNiveau,80.0,1687,Teinture Magique Verdâtre,Teinture,4.0
15113,Ceinture de Troollérance,ceinture-troollerance,equipements,True,CordonnierNiveau,80.0,2060,Patte de Corbac,Patte,22.0
15113,Ceinture de Troollérance,ceinture-troollerance,equipements,True,CordonnierNiveau,80.0,2561,Bracelet de Force de Trooll,Ressources diverses,25.0
15113,Ceinture de Troollérance,ceinture-troollerance,equipements,True,CordonnierNiveau,80.0,8780,Sépale de Nerbe,Plante,23.0
15113,Ceinture de Troollérance,ceinture-troollerance,equipements,True,CordonnierNiveau,80.0,13165,Duvet du Maître Corbac,Plume,3.0
15113,Ceinture de Troollérance,ceinture-troollerance,equipements,True,CordonnierNiveau,80.0,13366,Galet Lunaire,Galet,5.0
18848,Queue de Roki,queue-roki,equipements,False,,,,,,
280,Collier de l'Arc en Ciel,collier-arc-ciel,equipements,True,BijoutierNiveau,1.0,289,Blé,Céréale,2.0
280,Collier de l'Arc en Ciel,collier-arc-ciel,equipements,True,BijoutierNiveau,1.0,473,Bois de Châtaignier,Bois,2.0
6758,Kwakture de Terre,kwakture-terre,equipements,True,CordonnierNiveau,20.0,379,Pince de Crabe,Os,10.0
6758,Kwakture de Terre,kwakture-terre,equipements,True,CordonnierNiveau,20.0,1141,Plume du Kwak de Terre,Plume,15.0
6758,Kwakture de Terre,kwakture-terre,equipements,True,CordonnierNiveau,20.0,2609,Carapace Verte Vide,Carapace,10.0
6758,Kwakture de Terre,kwakture-terre,equipements,True,CordonnierNiveau,20.0,2648,Griffes de Kwak,Ressources diverses,3.0
16444,Amulette nécrotique,amulette-necrotique,equipements,True,BijoutierNiveau,100.0,13155,Oreille de Sphincter Cell,Oreille,7.0
16444,Amulette nécrotique,amulette-necrotique,equipements,True,BijoutierNiveau,100.0,15259,Tourmaline,Pierre précieuse,8.0
16444,Amulette nécrotique,amulette-necrotique,equipements,True,BijoutierNiveau,100.0,15748,Orbe irisé,Pierre précieuse,40.0
16444,Amulette nécrotique,amulette-necrotique,equipements,True,BijoutierNiveau,100.0,15750,Andésite,Pierre brute,15.0
16444,Amulette nécrotique,amulette-necrotique,equipements,True,BijoutierNiveau,100.0,15886,Ecaille de Kailleu,Peau,27.0
16444,Amulette nécrotique,amulette-necrotique,equipements,True,BijoutierNiveau,100.0,16037,Viscères du Roi Skaille,Ressources diverses,2.0
16444,Amulette nécrotique,amulette-necrotique,equipements,True,BijoutierNiveau,100.0,16038,Peau sale du Roi Skaille,Peau,6.0
16444,Amulette nécrotique,amulette-necrotique,equipements,True,BijoutierNiveau,100.0,17564,Sarbacane en Bambou,Ressources diverses,42.0
1087,Anneau du Mental,anneau-mental,equipements,True,BijoutierNiveau,1.0,303,Bois de Frêne,Bois,3.0
1087,Anneau du Mental,anneau-mental,equipements,True,BijoutierNiveau,1.0,442,Bronze,Minerai,3.0
13636,Amulette de Nevark,amulette-nevark,equipements,True,BijoutierNiveau,100.0,11521,Oeil de Sapeur,Oeil,37.0
13636,Amulette de Nevark,amulette-nevark,equipements,True,BijoutierNiveau,100.0,11885,Lamelle Fongique,Champignon,32.0
13636,Amulette de Nevark,amulette-nevark,equipements,True,BijoutierNiveau,100.0,11927,Molaire de Blérice,Os,40.0
13636,Amulette de Nevark,amulette-nevark,equipements,True,BijoutierNiveau,100.0,11931,Griffe de Kolosso,Os,4.0
13636,Amulette de Nevark,amulette-nevark,equipements,True,BijoutierNiveau,100.0,13062,Galet acajou,Galet,3.0
13636,Amulette de Nevark,amulette-nevark,equipements,True,BijoutierNiveau,100.0,15575,Essence de Bworker,Essence de gardien de donjon,1.0
13636,Amulette de Nevark,amulette-nevark,equipements,True,BijoutierNiveau,100.0,17046,Poudre glaciale,Poudre,28.0
13636,Amulette de Nevark,amulette-nevark,equipements,True,BijoutierNiveau,100.0,17618,Poing rocheux d'Ishigro Pake,Ressources diverses,38.0
9168,Blopture Reinette,blopture-reinette,equipements,True,CordonnierNiveau,20.0,429,Pointe de Flèche du Bwork Archer,Ressources diverses,14.0
9168,Blopture Reinette,blopture-reinette,equipements,True,CordonnierNiveau,20.0,1773,Bout de Blop Reinette,Ressources diverses,14.0
9168,Blopture Reinette,blopture-reinette,equipements,True,CordonnierNiveau,20.0,2557,Pétale de Blop,Fleur,15.0
9168,Blopture Reinette,blopture-reinette,equipements,True,CordonnierNiveau,20.0,17420,Essence de Blop Reinette Royal,Essence de gardien de donjon,1.0
11606,Cape Tivante,cape-tivante,equipements,True,TailleurNiveau,100.0,8793,Coquille du Kaskargo,Coquille,36.0
11606,Cape Tivante,cape-tivante,equipements,True,TailleurNiveau,100.0,8795,Perruque du Kimbo,Poil,4.0
11606,Cape Tivante,cape-tivante,equipements,True,TailleurNiveau,100.0,11309,Pince du Fancrôme,Os,35.0
11606,Cape Tivante,cape-tivante,equipements,True,TailleurNiveau,100.0,11328,Oeuf vapeur,Oeuf,29.0
11606,Cape Tivante,cape-tivante,equipements,True,TailleurNiveau,100.0,11332,Tuf de Mofette,Pierre brute,35.0
11606,Cape Tivante,cape-tivante,equipements,True,TailleurNiveau,100.0,13061,Galet boucané,Galet,8.0
11606,Cape Tivante,cape-tivante,equipements,True,TailleurNiveau,100.0,15566,Essence d'Obsidiantre,Essence de gardien de donjon,1.0
11606,Cape Tivante,cape-tivante,equipements,True,TailleurNiveau,100.0,16276,Protection de Funespadon,Vêtement,38.0
7177,Bandeau Pandawushu,bandeau-pandawushu,equipements,True,TailleurNiveau,10.0,885,Laine de Boufton Noir,Laine,5.0
7177,Bandeau Pandawushu,bandeau-pandawushu,equipements,True,TailleurNiveau,10.0,1692,Teinture Magique Sombre,Teinture,1.0
7177,Bandeau Pandawushu,bandeau-pandawushu,equipements,True,TailleurNiveau,10.0,6898,Plume de Piou Violet,Plume,5.0
3207,Bottes de Satisfaction,bottes-satisfaction,equipements,True,CordonnierNiveau,1.0,643,Fil de Soie,Ressources diverses,5.0
3207,Bottes de Satisfaction,bottes-satisfaction,equipements,True,CordonnierNiveau,1.0,6868,Planche en Châtaignier,Planche,5.0
19373,Dévastateur Air,devastateur-air,equipements,True,FaçonneurNiveau,40.0,12738,Galet rutilant,Galet,2.0
19373,Dévastateur Air,devastateur-air,equipements,True,FaçonneurNiveau,40.0,12744,Essence de bosquet,Potion,2.0
19373,Dévastateur Air,devastateur-air,equipements,True,FaçonneurNiveau,40.0,16238,Cheveux d'Alhyène,Poil,20.0
19373,Dévastateur Air,devastateur-air,equipements,True,FaçonneurNiveau,40.0,16818,Essence de Tofu Royal,Essence de gardien de donjon,1.0
19373,Dévastateur Air,devastateur-air,equipements,True,FaçonneurNiveau,40.0,19371,Dévastateur Air mineur,Trophée,1.0
10156,Yugoufle,yugoufle,equipements,False,,,,,,
7117,Alliance Ethnique,alliance-ethnique,equipements,True,BijoutierNiveau,20.0,408,Dentier du Chafer d'Élite,Os,10.0
7117,Alliance Ethnique,alliance-ethnique,equipements,True,BijoutierNiveau,20.0,2515,Groin Porcin,Ressources diverses,6.0
7117,Alliance Ethnique,alliance-ethnique,equipements,True,BijoutierNiveau,20.0,7027,Topaze,Pierre précieuse,1.0
7117,Alliance Ethnique,alliance-ethnique,equipements,True,BijoutierNiveau,20.0,17090,Doublure de Ouassingue,Etoffe,12.0
15368,Ceinture Verréhor,ceinture-verrehor,equipements,False,,,,,,
7136,Médaille Kido,medaille-kido,equipements,True,BijoutierNiveau,80.0,7026,Aigue-Marine,Pierre précieuse,10.0
7136,Médaille Kido,medaille-kido,equipements,True,BijoutierNiveau,80.0,7035,Pyrute,Alliage,9.0
7136,Médaille Kido,medaille-kido,equipements,True,BijoutierNiveau,80.0,7036,Rutile,Alliage,8.0
7136,Médaille Kido,medaille-kido,equipements,True,BijoutierNiveau,80.0,8308,Carapace de Scaratos,Carapace,28.0
7136,Médaille Kido,medaille-kido,equipements,True,BijoutierNiveau,80.0,11122,Corne de Boufmouth de guerre,Os,30.0
7136,Médaille Kido,medaille-kido,equipements,True,BijoutierNiveau,80.0,11475,Eau calme,Ressources diverses,22.0
7136,Médaille Kido,medaille-kido,equipements,True,BijoutierNiveau,80.0,16802,Essence de Meulou,Essence de gardien de donjon,1.0
1486,Médaille Holy,medaille-holy,equipements,True,BijoutierNiveau,10.0,288,Graine de Tournesol Sauvage,Graine,10.0
