category,nom,type,niveau,original_image_url,local_url
consommables,Parchemin de Diamant,Parchemin d'expérience,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171663.w40h40.png,images/171663.w40h40.png
consommables,Poitrine de Glourson fumée,Viande comestible,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69147.w40h40.png,images/69147.w40h40.png
consommables,Poitrine de Glourséleste fumée,Viande comestible,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69148.w40h40.png,images/69148.w40h40.png
consommables,Serviette égarée,Objet utilisable,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/55130.w40h40.png,images/55130.w40h40.png
consommables,Bavette de Bléro au Frostiz,Viande comestible,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69145.w40h40.png,images/69145.w40h40.png
consommables,Bavette de Xa au Frostiz,Viande comestible,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69146.w40h40.png,images/69146.w40h40.png
consommables,Bifstèque de Givrefoux,Viande comestible,Niv. 180,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69142.w40h40.png,images/69142.w40h40.png
consommables,Bifstèque de Tengu Givrefoux,Viande comestible,Niv. 180,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69144.w40h40.png,images/69144.w40h40.png
consommables,Chair de Mansot Royal grillée,Viande comestible,Niv. 170,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69141.w40h40.png,images/69141.w40h40.png
consommables,Entrecôte de Crocodaille ****,Viande comestible,Niv. 170,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170892.w40h40.png,images/170892.w40h40.png
consommables,Entrecôte de Crocodaille **,Viande comestible,Niv. 170,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170890.w40h40.png,images/170890.w40h40.png
consommables,Cuisse de Royalmouth rôtie,Viande comestible,Niv. 150,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69138.w40h40.png,images/69138.w40h40.png
consommables,Entrecôte de Kanigrou ****,Viande comestible,Niv. 140,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171378.w40h40.png,images/171378.w40h40.png
consommables,Filet de Koalak,Viande comestible,Niv. 120,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69133.w40h40.png,images/69133.w40h40.png
consommables,Carré de viande cuit,Viande comestible,Niv. 120,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69139.w40h40.png,images/69139.w40h40.png
consommables,Chair de Mansot grillée,Viande comestible,Niv. 120,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69140.w40h40.png,images/69140.w40h40.png
consommables,Salade de Museau ***,Viande comestible,Niv. 120,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69129.w40h40.png,images/69129.w40h40.png
consommables,Potion Bulbique,Potion,Niv. 110,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12023.w40h40.png,images/12023.w40h40.png
consommables,Plat de Filtounga,Viande comestible,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69136.w40h40.png,images/69136.w40h40.png
consommables,Plume Vibrante de mansot,Objet utilisable,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94020.w40h40.png,images/94020.w40h40.png
consommables,Cuisse de Boufmouth rôtie,Viande comestible,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69137.w40h40.png,images/69137.w40h40.png
consommables,Potion Raide Rêve,Potion,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12721.w40h40.png,images/12721.w40h40.png
consommables,Essence de forêt,Potion,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12726.w40h40.png,images/12726.w40h40.png
consommables,Pain Tahde,Pain,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33022.w40h40.png,images/33022.w40h40.png
consommables,Potion Étoilée,Potion,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12722.w40h40.png,images/12722.w40h40.png
consommables,Poisskaille Givré en ragoût,Poisson comestible,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/49141.w40h40.png,images/49141.w40h40.png
consommables,Pain Trépide,Pain,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33017.w40h40.png,images/33017.w40h40.png
consommables,Potion Torboyo,Potion,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12720.w40h40.png,images/12720.w40h40.png
consommables,Essence de bosquet,Potion,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12728.w40h40.png,images/12728.w40h40.png
consommables,Eau de la Fontaine de Noffoub,Potion,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12740.w40h40.png,images/12740.w40h40.png
consommables,Pain de Frostiz soufflé,Pain,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33073.w40h40.png,images/33073.w40h40.png
consommables,Poisskaille en fricassée,Poisson comestible,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/49136.w40h40.png,images/49136.w40h40.png
consommables,Coffre Vorace endormi,Objet utilisable,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94023.w40h40.png,images/94023.w40h40.png
consommables,Fiole de Chichala,Potion,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12732.w40h40.png,images/12732.w40h40.png
consommables,Pain de Frostiz,Pain,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33072.w40h40.png,images/33072.w40h40.png
consommables,Poisskaille Givré en fricassée,Poisson comestible,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/49135.w40h40.png,images/49135.w40h40.png
consommables,Pâté impérial,Viande comestible,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69143.w40h40.png,images/69143.w40h40.png
consommables,Potion d'altération,Potion,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12725.w40h40.png,images/12725.w40h40.png
consommables,Essence de bocage,Potion,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12729.w40h40.png,images/12729.w40h40.png
consommables,Entrecôte de Kanigrou,Viande comestible,Niv. 80,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69132.w40h40.png,images/69132.w40h40.png
consommables,Pain Gre,Pain,Niv. 80,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33013.w40h40.png,images/33013.w40h40.png
consommables,Entrecôte de Kanigrou **,Viande comestible,Niv. 80,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171377.w40h40.png,images/171377.w40h40.png
consommables,Entrecôte de Crocodaille,Viande comestible,Niv. 70,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69134.w40h40.png,images/69134.w40h40.png
consommables,Sang de Likrone,Potion,Niv. 60,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12040.w40h40.png,images/12040.w40h40.png
consommables,Potion Eau de fée,Potion,Niv. 60,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12041.w40h40.png,images/12041.w40h40.png
consommables,Brioche Dorée,Pain,Niv. 60,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33008.w40h40.png,images/33008.w40h40.png
consommables,Cocawotte,Potion de téléportation,Niv. 60,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94032.w40h40.png,images/94032.w40h40.png
consommables,Pain aux Céréales,Pain,Niv. 60,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33006.w40h40.png,images/33006.w40h40.png
consommables,Pain aux Céréales,Pain,Niv. 60,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33006.w40h40.png,images/33006.w40h40.png
consommables,Le Saut Sifflard,Objet utilisable,Niv. 60,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94001.w40h40.png,images/94001.w40h40.png
consommables,Rougely,Friandise,Niv. 58,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42020.w40h40.png,images/42020.w40h40.png
consommables,Vertgely,Friandise,Niv. 56,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42021.w40h40.png,images/42021.w40h40.png
consommables,Blugely,Friandise,Niv. 54,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42022.w40h40.png,images/42022.w40h40.png
consommables,Apéwicube,Objet utilisable,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94021.w40h40.png,images/94021.w40h40.png
consommables,Potion de Vigile,Potion de conquête,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/14036.w40h40.png,images/14036.w40h40.png
consommables,Potion de Guérisseur,Potion de conquête,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/14003.w40h40.png,images/14003.w40h40.png
consommables,Potion d'oubli : Invocation de Chaferfu,Potion d'oubli de sort,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43039.w40h40.png,images/43039.w40h40.png
consommables,Potion d'oubli : Invocation d'Arakne,Potion d'oubli de sort,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43039.w40h40.png,images/43039.w40h40.png
consommables,Potion de Croque-mort,Potion de conquête,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/14068.w40h40.png,images/14068.w40h40.png
consommables,Potion d'invocation de Percepteur,Potion de conquête,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/164023.w40h40.png,images/164023.w40h40.png
consommables,Parchemin Doré,Parchemin d'expérience,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171982.w40h40.png,images/171982.w40h40.png
consommables,Cawotte pouwwite,Objet utilisable,Niv. 40,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94031.w40h40.png,images/94031.w40h40.png
consommables,Pain aux Noix,Pain,Niv. 40,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33014.w40h40.png,images/33014.w40h40.png
consommables,Pain des Champs,Pain,Niv. 40,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33068.w40h40.png,images/33068.w40h40.png
consommables,Potion Raide Boule,Potion,Niv. 40,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12141.w40h40.png,images/12141.w40h40.png
consommables,Abragland,Objet utilisable,Niv. 33,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94015.w40h40.png,images/94015.w40h40.png
consommables,Blopisier empoisonné,Pain,Niv. 30,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33406.w40h40.png,images/33406.w40h40.png
consommables,Moumoules frites,Viande comestible,Niv. 30,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69135.w40h40.png,images/69135.w40h40.png
consommables,Parchemin d'Ivoire,Parchemin d'expérience,Niv. 25,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171983.w40h40.png,images/171983.w40h40.png
consommables,Nisitik Miditik,Objet utilisable,Niv. 21,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94009.w40h40.png,images/94009.w40h40.png
consommables,Cawotte Maudite,Objet utilisable,Niv. 21,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94006.w40h40.png,images/94006.w40h40.png
consommables,Fiole de Soin supérieure,Potion,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12039.w40h40.png,images/12039.w40h40.png
consommables,Pain aux Graines de Sésame,Pain,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33011.w40h40.png,images/33011.w40h40.png
consommables,Potion Pahoa Raide,Potion,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12140.w40h40.png,images/12140.w40h40.png
consommables,Cervelle de vampire,Objet utilisable,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15492.w40h40.png,images/15492.w40h40.png
consommables,Pain aux Grains de Poivre,Pain,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33010.w40h40.png,images/33010.w40h40.png
consommables,Pain aux Graines de Lin,Pain,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33012.w40h40.png,images/33012.w40h40.png
consommables,Pain aux Noisettes,Pain,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33018.w40h40.png,images/33018.w40h40.png
consommables,Pain au Blé Complet,Pain,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33007.w40h40.png,images/33007.w40h40.png
consommables,Briochette,Pain,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33015.w40h40.png,images/33015.w40h40.png
consommables,Briochette magique,Pain,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33008.w40h40.png,images/33008.w40h40.png
consommables,Pain de Seigle,Pain,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33009.w40h40.png,images/33009.w40h40.png
consommables,Brioche à la viande de bouftou,Pain,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33071.w40h40.png,images/33071.w40h40.png
consommables,Grande Fée d'Artifice Rouge Virevoltante,Fée d'artifice,Niv. 15,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png,images/74028.w40h40.png
consommables,Grande Fée d'Artifice Multicolore Virevoltante,Fée d'artifice,Niv. 15,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png,images/74030.w40h40.png
consommables,Grande Fée d'Artifice Verte Virevoltante,Fée d'artifice,Niv. 15,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png,images/74026.w40h40.png
consommables,Grande Fée d'Artifice Bleue Virevoltante,Fée d'artifice,Niv. 15,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png,images/74029.w40h40.png
consommables,Grande Fée d'Artifice Jaune Virevoltante,Fée d'artifice,Niv. 15,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png,images/74027.w40h40.png
consommables,Fée d'Artifice Multicolore Virevoltante,Fée d'artifice,Niv. 14,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png,images/74030.w40h40.png
consommables,Fée d'Artifice Verte Virevoltante,Fée d'artifice,Niv. 14,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png,images/74026.w40h40.png
consommables,Fée d'Artifice Bleue Virevoltante,Fée d'artifice,Niv. 14,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png,images/74029.w40h40.png
consommables,Fée d'Artifice Rouge Virevoltante,Fée d'artifice,Niv. 14,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png,images/74028.w40h40.png
consommables,Fée d'Artifice Jaune Virevoltante,Fée d'artifice,Niv. 14,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png,images/74027.w40h40.png
consommables,Petite Fée d'Artifice Verte Virevoltante,Fée d'artifice,Niv. 13,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png,images/74026.w40h40.png
consommables,Petite Fée d'Artifice Jaune Virevoltante,Fée d'artifice,Niv. 13,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png,images/74027.w40h40.png
consommables,Petite Fée d'Artifice Bleue  Virevoltante,Fée d'artifice,Niv. 13,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png,images/74029.w40h40.png
consommables,Petite Fée d'Artifice Rouge Virevoltante,Fée d'artifice,Niv. 13,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png,images/74028.w40h40.png
consommables,Petite Fée d'Artifice Multicolore Virevoltante,Fée d'artifice,Niv. 13,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png,images/74030.w40h40.png
consommables,Grande Fée d'Artifice Rouge Crépitante,Fée d'artifice,Niv. 12,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png,images/74028.w40h40.png
consommables,Grande Fée d'Artifice Verte Crépitante,Fée d'artifice,Niv. 12,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png,images/74026.w40h40.png
consommables,Grande Fée d'Artifice Multicolore Crépitante,Fée d'artifice,Niv. 12,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png,images/74030.w40h40.png
consommables,Grande Fée d'Artifice Bleue Crépitante,Fée d'artifice,Niv. 12,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png,images/74029.w40h40.png
consommables,Grande Fée d'Artifice Jaune Crépitante,Fée d'artifice,Niv. 12,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png,images/74027.w40h40.png
consommables,Fée d'Artifice Rouge Crépitante,Fée d'artifice,Niv. 11,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png,images/74028.w40h40.png
consommables,Fée d'Artifice Bleue Crépitante,Fée d'artifice,Niv. 11,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png,images/74029.w40h40.png
consommables,Fée d'Artifice Verte Crépitante,Fée d'artifice,Niv. 11,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png,images/74026.w40h40.png
consommables,Fée d'Artifice Jaune Crépitante,Fée d'artifice,Niv. 11,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png,images/74027.w40h40.png
consommables,Fée d'Artifice Multicolore Crépitante,Fée d'artifice,Niv. 11,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png,images/74030.w40h40.png
consommables,Fiole de Soin,Potion,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12003.w40h40.png,images/12003.w40h40.png
consommables,Petite Fée d'Artifice Multicolore Crépitante,Fée d'artifice,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png,images/74030.w40h40.png
consommables,Parchemin vierge,Parchemin de recherche,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/87001.w40h40.png,images/87001.w40h40.png
consommables,Potion de Relai de diligence,Potion de téléportation,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12742.w40h40.png,images/12742.w40h40.png
consommables,Essence de Pwak,Potion Cosmétique,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171255.w40h40.png,images/171255.w40h40.png
consommables,Potion Ghetto Raide,Potion,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12018.w40h40.png,images/12018.w40h40.png
consommables,Pain des Villes,Pain,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33069.w40h40.png,images/33069.w40h40.png
consommables,Lot de dix parchemins vierges,Parchemin de recherche,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/87003.w40h40.png,images/87003.w40h40.png
consommables,Ordre d'exécution.,Parchemin de recherche,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/87002.w40h40.png,images/87002.w40h40.png
consommables,Gaufrette Dorée,Pain,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170740.w40h40.png,images/170740.w40h40.png
consommables,Potion de Rappel Astrubienne,Potion de téléportation,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172463.w40h40.png,images/172463.w40h40.png
consommables,Pain Doré,Pain,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33019.w40h40.png,images/33019.w40h40.png
consommables,Parchemin lié,Parchemin de recherche,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/87002.w40h40.png,images/87002.w40h40.png
consommables,Lot de cinquante parchemins vierges,Parchemin de recherche,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/87003.w40h40.png,images/87003.w40h40.png
consommables,Essence martiale,Potion Cosmétique,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171255.w40h40.png,images/171255.w40h40.png
consommables,Pain aux Flocons d'Avoine,Pain,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33005.w40h40.png,images/33005.w40h40.png
consommables,Pain de Seigle Résistant,Pain,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33009.w40h40.png,images/33009.w40h40.png
consommables,Petite Fée d'Artifice Bleue Crépitante,Fée d'artifice,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png,images/74029.w40h40.png
consommables,Petite Fée d'Artifice Jaune Crépitante,Fée d'artifice,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png,images/74027.w40h40.png
consommables,Pain aux Flocons d'Avoine Aurifère,Pain,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33005.w40h40.png,images/33005.w40h40.png
consommables,Petite Fée d'Artifice Rouge Crépitante,Fée d'artifice,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png,images/74028.w40h40.png
consommables,Petite Fée d'Artifice Verte Crépitante,Fée d'artifice,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png,images/74026.w40h40.png
consommables,Grande Fée d'Artifice Verte Fontaine,Fée d'artifice,Niv. 9,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png,images/74026.w40h40.png
consommables,Grande Fée d'Artifice Jaune Fontaine,Fée d'artifice,Niv. 9,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png,images/74027.w40h40.png
consommables,Grande Fée d'Artifice Multicolore Fontaine,Fée d'artifice,Niv. 9,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png,images/74030.w40h40.png
consommables,Grande Fée d'Artifice Bleue Fontaine,Fée d'artifice,Niv. 9,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png,images/74029.w40h40.png
consommables,Grande Fée d'Artifice Rouge Fontaine,Fée d'artifice,Niv. 9,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png,images/74028.w40h40.png
consommables,Fée d'Artifice Verte Fontaine,Fée d'artifice,Niv. 8,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png,images/74026.w40h40.png
consommables,Fée d'Artifice Bleue Fontaine,Fée d'artifice,Niv. 8,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png,images/74029.w40h40.png
consommables,Fée d'Artifice Multicolore Fontaine,Fée d'artifice,Niv. 8,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png,images/74030.w40h40.png
consommables,Fée d'Artifice Rouge Fontaine,Fée d'artifice,Niv. 8,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png,images/74028.w40h40.png
consommables,Fée d'Artifice Jaune Fontaine,Fée d'artifice,Niv. 8,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png,images/74027.w40h40.png
consommables,Petite Fée d'Artifice Rouge Fontaine,Fée d'artifice,Niv. 7,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png,images/74028.w40h40.png
consommables,Petite Fée d'Artifice Bleue Fontaine,Fée d'artifice,Niv. 7,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png,images/74029.w40h40.png
consommables,Petite Fée d'Artifice Verte Fontaine,Fée d'artifice,Niv. 7,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png,images/74026.w40h40.png
consommables,Petite Fée d'Artifice Multicolore Fontaine,Fée d'artifice,Niv. 7,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png,images/74030.w40h40.png
consommables,Petite Fée d'Artifice Jaune Fontaine,Fée d'artifice,Niv. 7,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png,images/74027.w40h40.png
consommables,Grande Fée d'Artifice Jaune Tournoyante,Fée d'artifice,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png,images/74027.w40h40.png
consommables,Potion d'oubli Percepteur : Rocher,Potion d'oubli Percepteur,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/86001.w40h40.png,images/86001.w40h40.png
consommables,Potion d'oubli Percepteur : Mot Soignant,Potion d'oubli Percepteur,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/86001.w40h40.png,images/86001.w40h40.png
